PubId	Date	Text	HasFastAnswer	SuperFastAnswerClick	id_answer	ID	score	etalon	Оценка	Комментарий
220	2023-02-05	письмо фнс россии от 11.01.2023 № зг-3-11/125@	0	0	9999	464193	0.928099811146999	коммерческая осмотрительность письме фнс россии от 10.03.2021 г. № бв-4-7/3060@).	0	
9	2023-02-03	постановление правительства от 29.04.2022 № 776 на 2023 год	1	1	444199	444199	0.928005118334101	776 постановление правительства от 29.04.2022	0	
8	2023-02-04	письмо фнс россии от 01.04.2022 № еа-4-15/3971@	0	0	9999	478805	0.928003891391255	письмо от 10.03.2021 № бв-4-7/3060@- далее письмо фнс налоговые оговорки	0	
9	2023-02-05	с 11.02.2023 меняются кбк	0	0	9999	508398	0.927724486873422	кбк 0920210280	0	
220	2023-02-05	приказ № 66н	0	0	9999	453348	0.927143060975569	приказ 775н	0	
6	2023-02-05	166-фз	0	0	9999	487795	0.926974558325142	376-фз	0	
8	2023-02-05	срок уплаты ндфл с выплаты прочих доходов (4800)	0	0	9999	502104	0.926899945633559	доход в натуральной форме срок уплаты ндфл	0	ошибка
9	2023-02-05	2 части 1 статьи 17.2 федерального закона от 06.04.2011 № 63-фз	0	0	9999	477489	0.926231645649227	части 3 статьи 22 федерального закона от 27.07.2006 № 152-фз	0	
9	2023-02-05	критерий для признания стоимости и сроков полезного использования отдельных частей объекта основных средств существенно отличающимися (п. 10 фсбу 6/2020).	0	0	9999	498225	0.925925393826949	при принятии способа учета основных средств по первоначальной стоимости в рамках фсбу 6/2020 что делать с накопленной переоценкой на сч. 83?	0	
6	2023-02-04	что нужно указать в отчете ефс-1 в подразделе сведения о трудовой (иной) деятельности в столбце 5 и 7 по договорам гпх?	0	0	9999	500858	0.925678254425894	срок предоставления отчета ефс-1 о заключении договора гпх	0	
6	2023-02-04	№ 275н	0	0	9999	453348	0.924946790820492	775н	0	
9	2023-02-05	гост р 7.0.8-2013.	0	0	9999	476782	0.924806811588507	система сертификации гост р	0	
220	2023-02-04	какой отчет надо сдавать до 15 февраля 2023 года	0	0	9999	478738	0.924563152301243	какие отчеты по экологии нужно сдавать за 2022 год	0	
188	2023-02-05	3-ндфл продажа земли авто вычеты 250000 1000000	0	0	9999	502338	0.924529776631967	3-ндфл на продажу земли меньше 1000000 рублей	0	
6	2023-02-05	стоимостный лимит признания активов объектами ос (п. 5 фсбу 6/2020)  100 тыс. руб	0	0	9999	434447	0.923468386918161	фсбу 6 лимит ос	0	
6	2023-02-05	заполнение декларации по налогу на имущество раздел 2.1 строка 050	0	0	9999	487116	0.922917819371409	заполнение раздела 4 декларации по налогу на имущество	0	
9	2023-02-03	выплата по статье 279 тк	0	0	9999	431295	0.922221657607072	статья 136 тк	0	
8	2023-02-03	ефс-1 за январь до 27 февраля 2023 сзв-м	0	0	9999	497642	0.922220800408364	сзв-м за январь 2023	0	
9	2023-02-05	и закон краснодарского края от 28 ноября 2019 года № 4170-кз об инвестиционном налоговом вычете по налогу на прибыль организаций	0	0	9999	504460	0.922203008669793	закон республики башкортостан от 29 июня 2020 г. n 285-з о применении на территории республики башкортостан инвестиционного налогового вычета по налогу на прибыль организаций	0	
9	2023-02-03	44 счет в декларации по налогу на прибыль	0	0	9999	485614	0.922069488786853	декларации по налогу на прибыль	0	
9	2023-02-05	федерального закона от 06.04.2011 № 63-фз	0	0	9999	496887	0.921818950476029	федеральный закон № 263-фз	0	
220	2023-02-04	как посчитать под расчет при увольнении п. 2 ч. 1 ст. 278	0	0	9999	508155	0.921313572423222	приказ об увольнении ст 77 п 3	0	
8	2023-02-03	как заполнить лицевой счет т-54	0	0	9999	464733	0.920992411666898	как заполнить счет инвойс	0	ошибка
9	2023-02-04	инструкция цб рф от 30 мая 2014 № 153-и	0	0	9999	434434	0.920975144590345	инструкция цб рф от 16.08.2017 № 181-и	0	
6	2023-02-05	п. 16 ст. 270налогового кодекса	0	0	9999	454626	0.920271884141252	гражданский кодекс п. 2 ст. 314	0	
6	2023-02-05	как в бухгалтерии 1с 7.7 перейти на енп	0	0	9999	483176	0.920136197492017	енп как перейти	0	ошибка
188	2023-02-05	3-ндфл сумма дохода кадастровая стоимость 0,7	0	0	9999	506978	0.919911043833403	3-ндфл кадастровая стоимость	0	
9	2023-02-03	форме 26.2-7	0	0	9999	461275	0.919234654593174	форма 1150058	0	
9	2023-02-03	форма 26.2-7	0	0	9999	461275	0.919234654593174	форма 1150058	0	
6	2023-02-05	увязка формы 3 с балансом 2023	0	0	9999	506960	0.919082464685258	форма баланс 2022 0710099	0	
9	2023-02-03	проводки 77 84 фсбу	0	0	9999	506561	0.918988676013603	фсбу 25/2018 и счет 09 и 77	0	
8	2023-02-04	налог на имущество : 28 января 2022 года предприятие продало облагаемый объект недвижимости , за какой период начисляется налог на имущество	0	0	9999	508430	0.917875179370563	объект налог на имущество среднегодовая 2022	0	
8	2023-02-04	доход по зарплате работодатель признал доходом декабря 2022 , а налог уплатил до 30 января 2023	0	0	9999	490457	0.917058955799731	налоги и взносы с зарплаты за декабрь 2022 когда заплатить	0	
8	2023-02-03	гост 21.201-2011	0	0	9999	477261	0.916860273313863	аптечка гост	0	ошибка
9	2023-02-04	с 08 отправить на 84 счет фсбу	0	0	9999	429774	0.916565319586242	ФСБУ запасы счет 08	0	
9	2023-02-05	срок сдачи декларации и уплата упрощенца на 6%	0	0	9999	498821	0.916165953930048	сроки сдачи декларации по усн и уплаты	1	
6	2023-02-05	приказ № 209н	0	0	9999	453349	0.916067136101338	приказ № 406н	0	
6	2023-02-05	поправки в перечень кбк с 08.01.2023	0	0	9999	508398	0.915994715850067	перечни кбк на 2023 год	0	
9	2023-02-03	образец заполнения заявления по крд1150057	0	0	9999	461275	0.915780647809939	1150058 образец заполнения	0	
8	2023-02-05	кнд 1151054. налоговая декларация по налогу на добычу полезных ископаемых	0	0	9999	425933	0.915289799658027	срок уплаты налога на добычу полезных ископаемых	0	ошибка
8	2023-02-03	отчет ефс-1 гр.10	0	0	9999	499910	0.915136964165903	отчет ЕФС-1	0	
9	2023-02-03	поставить на учет подразделение с-09-3-1 срок	0	0	9999	411163	0.915053131834101	как поставить на учет обособленное подразделение	1	
9	2023-02-05	п-2 в росстат	0	0	9999	488375	0.913550808102787	росстат п-4	0	
9	2023-02-03	возврат денежных средств покупателю 2023	0	0	9999	459381	0.913476548546111	возврат аванса денежных средств покупателю основание		
9	2023-02-04	баланс в какой строке учитывать ндс 76.07..9	0	0	9999	506614	0.913472240301479	по какой строке бухгалтерского баланса отражать ндс по лизинговым платежам		
6	2023-02-04	постановление правительства рф от 8 августа 2009 654	0	0	9999	435386	0.913316166143608	постановление правительства рф № 407 от 25,03,2022		
9	2023-02-03	5 дней с даты отправки квитанции о приеме требования	0	0	9999	403662	0.913160543934693	срок для отправки квитанции о приеме требования		
6	2023-02-05	приложение n 2 к письму фнс россии от 29.08.2022 № аб-4-19/11332	0	0	9999	464193	0.913035171781295	коммерческая осмотрительность письме фнс россии от 10.03.2021 г. № бв-4-7/3060@).		
8	2023-02-04	федеральный закон от 12.01.1995 n 5-фз  о ветеранах	0	0	9999	477488	0.9130311287585	федеральный закон от 13.03.2006 n 38-фз		
9	2023-02-03	изменения в платежках с 11 февраля 2023	0	0	9999	516498	0.912950495978405	изменения февраля 2023		
6	2023-02-04	пример уведомления тс-1 от организации - плательщика торгового сбора	0	0	9999	464039	0.912508297208425	уведомление о снятии с учета плательщика торгового сбора		
9	2023-02-03	порядок, утвержденным приказом мсх рф от 01.10.2021 № 687	0	0	9999	425477	0.912492556789243	приказ мт рф от 15.09.2021 № 632н		
9	2023-02-03	постановление правительства от 12.02.2020 г. № 137	0	0	9999	444199	0.912361027387546	постановление правительства № 776 от 29.04.2022 г		
9	2023-02-05	постановление правительства рф от 10 февраля 2018 n 146 об утверждении правил предоставления субсидий из федерального бюджета российским производителям на компенсацию части затрат	0	0	9999	517232	0.912322174081363	постановление правительства рф от 30 сентября 2019 г. n 1279 о планах-графиках закупок и о признании утратившими силу отдельных решений правительства российской федерации (с изменениями и		
8	2023-02-04	надо ли указывать в персонифицированных сведениях о физических лицах в строке 070 зарплату за декабрь 2022 , выплаченную в январе 2023	0	0	9999	497642	0.911215558855704	персонифицированные сведения о физлицах с 1 января 2023		
9	2023-02-03	приказ минкомсвязи рф от 03.11.2011 n 298	0	0	9999	434158	0.911151484742034	приказ минтруда рф от 21.02.2019 n 103н		
8	2023-02-04	статья 346.19 и пункт 7 статьи 346.21 нк	0	0	9999	466778	0.910858364839939	налоговый мониторинг пункт 2 абзац 5 статья 93 нк		
9	2023-02-05	280 налогового кодекса	0	0	9999	427203	0.910448183129285	налоговый кодекс		
8	2023-02-04	проверка соотношения строки 6240 отчета о целевом использовании средств с отчетом о финансовых результатах	0	0	9999	505771	0.910196174440526	проверка отчет о финансовых результатах строка 2410		
9	2023-02-05	что обозначает код дети в графе 7 подраздела 1.2 формы ефс-1?	0	0	9999	513542	0.910020567079984	как заполнить подраздел 1.2. подраздела 1 формы ефс-1		
8	2023-02-05	министерство экономического развития российской федерации федеральная служба государственной статистики приказ от 29 июля 2022 n 532	0	0	9999	463272	0.909886569391713	проект приказа минтруда россии о приостановлении действия приказа министерства труда и социальной защиты российской федерации от 29 октября 2021 года n 772н		
8	2023-02-05	как подать уведомление в ифнс при уплате ндфл за 2ю половину января и 1-ю половину февраля 2023	0	0	9999	515327	0.909886135193705	когда подать уведомление о начисленных ндфл декабрь при выплате в январе 2023		
8	2023-02-05	ндфл в программе камин 5.0 удержание за первую половину месяца	0	0	9999	500890	0.909800338761945	ндфл зарплата за первую половину месяца		
9	2023-02-03	лизинг ос в 2019	0	0	9999	421149	0.909535511096766	учет аренды и лизинга ос 2022		
188	2023-02-04	97.11 план счетов налоговый учет	0	0	9999	46917	0.909276961021635	план счетов бухгалтерского учета		
9	2023-02-03	в упд указывать код страны 643 для ндс	0	0	9999	431592	0.907414213101975	упд без ндс		
6	2023-02-04	как заполнить 0601016 приказ № 533 от 29.07.2022 форма мп микро сведения об основных показателях деятельности микропредприятия за 2022 раздела 4	0	0	9999	435525	0.906929176403418	0601013 - форма № пм.сведения об основных показателях деятельности малого предприятия		
8	2023-02-05	пример кнд 1151054. налоговая декларация по налогу на добычу полезных ископаемых	0	0	9999	425933	0.906580908873922	срок уплаты налога на добычу полезных ископаемых		
8	2023-02-03	кадастр отходов если 0.15тонн то можно не сдавать отчет	0	0	9999	478741	0.906303553794023	кто должен сдавать отчет в кадастр отходов		
9	2023-02-03	постановление № 2239 от 07.12.2022	0	0	9999	483353	0.906099501135446	постановление № 1677 от 22.09.2022		
9	2023-02-03	если территориально отдаленные объекты недвижимости располагаются в разных регионах россии, налог уплачивайте по ставке, установленной в данном субъекте рф (ст. 385 нк рф).	0	0	9999	436339	0.905525982277639	налоговые ставки по водному налогу установленные в пункте 1 статьи 333.12 нк рф применяются в 2022 году		
8	2023-02-03	справка 2-ндфл за январь 2023 выплата окончат.расчета 10.02.2023 как выглядит	0	0	9999	438016	0.904798558085036	как сдать корректировку справки 2 ндфл в 6-ндфл за 2021 год		
9	2023-02-03	т-61 обязательная форма	0	0	9999	423606	0.904401837255582	обязательна ли новая форма ттн		
8	2023-02-05	статья 2 закона n 582-зо	0	0	9999	434435	0.904217978044193	части 2 статьи 12 федерального закона от 10.12.2003 n 173-фз		
9	2023-02-05	гост р 70360-2022. метрополитены. верификация закупленной продукции	0	0	9999	476782	0.904145527104079	система сертификации гост р		
9	2023-02-03	инвентаризация 71 счета	0	0	9999	486553	0.903303750531342	инвентаризация счета 51		
9	2023-02-03	рекомендации бмц р-54/2014-кпр	0	0	9999	418615	0.90324930274859	рекомендации бмц про фсбу 6		
9	2023-02-04	с 08 отправить на 84 счет переход на фсбу	0	0	9999	429774	0.90220356897997	ФСБУ запасы счет 08		
9	2023-02-03	если ос оприходовано на счет 08, но не введено в эксплуатацию, нужно ли формировать проводку дт86 кт83	0	0	9999	440550	0.902058231690564	подскажите, как оформить переходный период учета возвратной тары с сч. 10,4 и 76,6 на забалансовый 012. у поставщика передача была оформлена дт 76.06 кт 10.4, зависла сумма по дт 76.06. (залог не		
8	2023-02-03	код по окфс 12,13, 14	0	0	9999	490285	0.902007428808642	коды окз		
9	2023-02-03	указ президента рф от 25.07.2006 n 765 о единовременном поощрении лиц, проходящих (проходивших) федеральную государственную службу перечень видов заработной платы и иного дохода, из которых	0	0	9999	501845	0.901941747976197	указ президента рф от 3 мая 2022 г. n 252 о применении ответных специальных экономических мер в связи с недружественными действиями некоторых иностранных государств и международных организаций		
8	2023-02-03	как отразить ндфл по декабрьской зар.плате выплаченной 30.12.2022	0	0	9999	467302	0.901220547710823	есть вебинар, как теперь в 2023 году начислять заработную плату и удерживать ндфл		
6	2023-02-04	№ 278н	0	0	9999	453348	0.900822867212246	775н		
6	2023-02-04	бухгалтерский счет 68.04.2 закрытие	0	0	9999	499703	0.900777606142733	закрытие счета 90,91		
9	2023-02-04	1-транспорт кто сдает	0	0	9999	488375	0.900652216561724	п-4 кто сдает		
9	2023-02-03	можно ли в упд указывать код страны 643 для ндс	0	0	9999	501359	0.900632519092997	заполнение упд без ндс прослеживаемость		
9	2023-02-03	как оплачивать страховые взносы в 203	0	0	9999	503166	0.900546498750659	налог для самозанятых, страховые взносы как оплачивать?		
8	2023-02-05	учет ндфл в программе камин 5.0 удержание за первую половину месяца	0	0	9999	500890	0.900409962626512	зарплата за первую половину месяца ндфл		
9	2023-02-04	постановление № 2529 от 30.12.2022	0	0	9999	483353	0.900183680058029	постановление № 1677 от 22.09.2022		
9	2023-02-04	строка5574	0	0	9999	485842	0.899957137237841	расшифровка строки строка баланса 1240		
9	2023-02-04	строка 5574	0	0	9999	485842	0.899957137237841	расшифровка строки строка баланса 1240		
6	2023-02-05	приказа минфина россии от 6 декабря 2010 № 162н	0	0	9999	453348	0.899748350944648	приказ минтруда россии от 29/ 10/ 2021 № 775н		
9	2023-02-04	2-ндфл за 22г. если зп за декабрь выплачена в январе 23г.	0	0	9999	489548	0.899657623961358	ндфл с зарплаты за декабрь,выплаченной в январе 22 г.		
8	2023-02-03	182 1 02 01010 01 1000 160 что это	0	0	9999	494805	0.899149512136861	кбк 182 1 01 02080 01 0000 110 15% ндфл		
8	2023-02-03	постановление от 17 января 2023 года № 28	0	0	9999	444199	0.898979796641647	постановление от 29 апреля 2022 года № 776		
9	2023-02-03	в какой момент нужно формировать проводку дт86 кт83	0	0	9999	440550	0.898895089462683	переходный период учета возвратной тары с сч. 10,4 и 76,6 на забалансовый 012. у поставщика передача была оформлена дт 76.06 кт 10.4, зависла сумма по дт 76.06.		
9	2023-02-03	письмо минфина № 03-03-06/1/67181	0	0	9999	472619	0.898827732244947	письмо минфина криптовалюта		
9	2023-02-03	как заполнить график работы сотрудников при шестидневной рабочей недели 1/2	0	0	9999	431715	0.898416446817681	график работы сотрудника на неполном рабочем времени		
9	2023-02-04	счет 69.9 с 2023 года	0	0	9999	506595	0.898400555786185	оплата счета в 2022 году		
9	2023-02-03	указ президента рф от 25.07.2006 n 765  о единовременном поощрении лиц, проходящих (проходивших) федеральную государственную службу	0	0	9999	501845	0.898026518223282	постановлением правительства рф от 11.05.2022 № 851 о мерах по реализация указа президента российской федерации от 3 мая 2022 г. n 252		
220	2023-02-05	форма 5-з рекомендации по заполнению	0	0	9999	423606	0.897899143323221	заполнение ттн формы сп-32		
9	2023-02-03	проводки 77 84 фсбу восстановление амортизации	0	0	9999	418615	0.897086205176784	начисление амортизации по фсбу 6		
8	2023-02-03	ст. 1, федеральный закон от 06.12.2021 n 390-фз о федеральном бюджете на 2022 год и на плановый период 2023 и 2024 годов	0	0	9999	501845	0.896106009515057	№ 252/2021-оз о бюджете московской области на 2022 год и на плановый период 2023 и 2024 годов		
9	2023-02-05	отчет п-2	0	0	9999	488375	0.896100552913119	отчет п-4		
9	2023-02-05	статьи 17.2 федерального закона от 06.04.2011 № 63-фз	0	0	9999	485001	0.895380307328637	статьях 4 и 6 федерального закона от 27.11.2018 № 422-фз.		
9	2023-02-03	постановление правительства рф от 24.11.2021 n 2024  о правилах казначейского сопровождения (вместе с правилами казначейского сопровождения, осуществляемого федеральным	0	0	9999	464070	0.895269021267434	постановление правительства правил казначейского сопровождения		
8	2023-02-04	как исправить ошибку при проверке подраздела 3.2.1 к разделу 3?	0	0	9999	428015	0.894447666597335	исправление ошибок в рсв-1 раздел 3		
6	2023-02-04	№ 184н	0	0	9999	425477	0.894175222034879	632н		
9	2023-02-03	письмо фнс россии от 28.12.2022 n зг-3-11/14974@ указали, как применять стандартный вычет, если зарплату за вторую половину декабря выдают в январе	0	0	9999	432812	0.893998898103533	возврата излишне удержанной налоговым агентом суммы ндфл с дохода в виде материальной выгоды, полученной в 2021-2022 годах письмо фнс россии от 28.03.2022 n бс-4-11/3695@в отношении обложения		
9	2023-02-03	когда сдается 1151162	0	0	9999	500858	0.892243744882594	когда сдается ефс 1		
8	2023-02-04	до 15 декабря направьте в фсс два документа	0	0	9999	477615	0.891651020679874	как возместить больничный из фсс до 31 декабря 2022		
220	2023-02-04	1-оса заполнение	0	0	9999	423606	0.891611691162168	заполнение ттн		
9	2023-02-03	фнс от 14.11.2022 № ед-7-19/1086	0	0	9999	497187	0.891427409573839	пояснения для фнс № 1150129		
8	2023-02-03	дебетовый остаток на счету 81.09	0	0	9999	499703	0.891279644917412	остаток по дебету счета 09 при реформации баланса		
6	2023-02-05	можно ли списать единовременно приобретенную офисную мебель до 40000,00 организация осно	0	0	9999	507214	0.891081149186578	организация купила принтер стоимостью 8 тыс. можно в учете не списывать или нужно списать на общехозяйственные расходы?		
8	2023-02-03	письмо минтруда россии от 01.02.2002 № 625-вв	0	0	9999	463272	0.890793664265775	письмо минтруда от 15.03.22 № 15-2/10/в-3156		
8	2023-02-05	областной закон о налоге на имущество организаций 204-25 оз архангельская область	0	0	9999	500554	0.890723303848964	областной закон ленинградской области о транспортном налоге		
220	2023-02-04	1-ос заполнение	1	1	465506	423606	0.889684199246188	заполнение ттн		
9	2023-02-03	в какой строке баланса отразить полученную субсидию отраженную на 98 счете	0	0	9999	485842	0.889639075242929	в какой строке бухгалтерского баланса отражается 46 счет в 2022 год		
9	2023-02-05	от 21.12.2022 № 804н	0	0	9999	453348	0.889391299157292	от 29.10.2021 № 775н		
9	2023-02-03	постановление № 2438 от 26.12.2022	0	0	9999	483353	0.888730889356516	постановление № 1677 от 22.09.2022		
9	2023-02-03	акт сверки с 2023	0	0	9999	458457	0.888610685086522	акты сверки		
9	2023-02-04	за 2022 год сумма, не подлежащая обложению страховыми взносами в соответствии со ст. 422 нк	0	0	9999	476270	0.887734754119567	прекращение использования усн на добровольной основе при подаче уведомления в налоговую (п. 6 ст. 346.13 нк рф). его нужно направить в ифнс не позже 15 января года, с начала которого осуществляется		
9	2023-02-05	когда выдавать аванс в феврале, если 25.02.2023 выходной?	0	0	9999	491348	0.887511004863246	аванс нужно платить за 15 дней . как выплатить аванс в январе 2023г. с учетом выходных		
9	2023-02-05	отчет 1-услуги	0	0	9999	508166	0.88678593281475	отчет у смпсп		
9	2023-02-03	порядка заполнения декларации по налогу на прибыль, утвержденного приказом фнс рф от 23.09.2019 n ммв-7-3/475@)	0	0	9999	502478	0.886728335979162	согласие на признание сведений, составляющих налоговую тайну, общедоступными, в соответствии с пп. 1 п. 1 с. 102 нк рф по форме, утвержденной приказом фнс россии от 15.11.2016 № ммв-7-17/615@,		
6	2023-02-04	строка 5287 пояснений как заполняется	0	0	9999	436283	0.886631830856504	как заполняется строка 5а в счет-фактуре		
6	2023-02-05	0504220	0	0	9999	438333	0.886533567383339	0504425		
6	2023-02-05	по какой строчки в балансе отражать счет 63	0	0	9999	485842	0.886456084002055	в какой строке бухгалтерского баланса отражается 46 счет в 2022 год		
6	2023-02-04	код вычета 503 в справке о доходах в 2023 году	0	0	9999	431978	0.886301965804639	код дохода в платежке на отпускные в 2022 году		
9	2023-02-05	письмо от 26 апреля 2022 шю-4-13/5078@	0	0	9999	1058	0.886094329603668	письмо от 9 июля 2020 г. № 29-1-1-оэ/10561		
8	2023-02-03	кому нужно сдавать отчет мп(микро) окуд 0601016	0	0	9999	435525	0.88572043390528	форма пм окуд 0601013		
6	2023-02-04	№ 260н	0	0	9999	453348	0.885693554673612	775н		
9	2023-02-05	постановлению госкомстата рф от 28 ноября 1997 n 78	0	0	9999	431656	0.885587659532886	постановление правительства рф от 16 09 2020 n 1479		
9	2023-02-04	письмо министерства транспорта рф от 12 марта 2020 № д3-511-пг	0	0	9999	425477	0.885351789752998	приказ министерства труда и социальной защиты рф от 15 сентября 2021 г. n 632н		
6	2023-02-05	укажите код из приложения 1 к приказу фнс от 10.09.2015 № ммв-7-11/387@	0	0	9999	506978	0.88384036727776	3ндфл приказ фнс от 03.10.2018 г. № ммв-7-11/569		
9	2023-02-03	существенная ошибка прошлого периода можно ли списать затраты за счет 84 прошлые периоды	0	0	9999	505997	0.883431841241896	ошибка в предыдущем периоде не списана себестоимость товара		
9	2023-02-05	сзв-тд не принят ошибка 50 что делать	0	0	9999	490275	0.883399251524254	когда нужно подать сзв-тд на принятых работников		
9	2023-02-03	статьей 269 в офр	0	0	9999	503724	0.882814992772225	ОФР		
6	2023-02-05	инвентаризация сч. 51,52	0	0	9999	486806	0.882452879542091	инвентаризация сч 08		
8	2023-02-03	как списать предоплату по балансовому счету 60.02 нереальную к взысканию	0	0	9999	500310	0.882259854983741	как отразить на забалансовом счете обеспечительный платеж		
220	2023-02-05	какие суммы отражаются в строке 2520 офр	0	0	9999	483981	0.882074841378101	в какой строке офр отразить расходы по созданию резерва тмц		
9	2023-02-03	закон саратовской области № 18-зсо от 18.02.2021	0	0	9999	500554	0.881933529472002	закон московской области о транспортном налоге в московской области		
9	2023-02-03	заявление в налоговую 1114237	0	0	9999	466773	0.881664633413728	заявление на налоговый мониторинг		
8	2023-02-05	письмо министерства регионального развития рф от 23 декабря 2009 n 43868-ск/08	0	0	9999	434158	0.88121490896736	министерства труда и социальной защиты рф от 21 февраля 2019 г. n 103н		
9	2023-02-05	уплата налогов 275-фз	0	0	9999	503173	0.880594500219788	самозанятый уплата налога		
8	2023-02-05	приложение n 1 к постановлению минтруда россии от 31.12.2002 n 85	0	0	9999	454986	0.880446854747845	приказ минтруда россии от 31.01.2022 n 37		
9	2023-02-05	а.в. львов в 2023 году получает зарплату - 500 000 руб. в период с 01.07.2022 по 01.02.2023 сотрудник работал за пределами рф. с 02.02.2023 по 09.09.2023 сотрудник работал в рф, с 10.09. до	0	0	9999	444199	0.879981845526988	постановление правительства рф от 29 апреля 2022 г. n 776 об изменении сроков уплаты страховых взносов в 2022 году		
9	2023-02-03	кнд 11501121 заявление	0	0	9999	487292	0.879910878308531	кнд 1150010 заявление на получения патента		
9	2023-02-03	как заполнить график работы сотрудников при шестидневной рабочей недели 1/2 на 2022	0	0	9999	431715	0.879785603762579	график работы сотрудника на неполном рабочем времени		
9	2023-02-03	о ставке налога при применении упрощенной системы налогообложения (с изменениями на 10 июня 2022 года)	0	0	9999	455419	0.879686911272376	упрощенная система налогообложения с 2022 года		
6	2023-02-05	компания перешла на фсбу 14. первоначальная стоимость нма равна 250 000 руб. сумма начисленной амортизации - 75 000 руб. организация проводит переоценку один раз на конец года. на 31 декабря	0	0	9999	440532	0.879614625626301	стоимость компьютер менее 50000 руб как перевести в забалансовое по фсбу 06		
9	2023-02-03	в какой момент нужно формировать проводку дт86 кт83 в нко	0	0	9999	440550	0.879193864135206	подскажите, как оформить переходный период учета возвратной тары с сч. 10,4 и 76,6 на забалансовый 012. у поставщика передача была оформлена дт 76.06 кт 10.4, зависла сумма по дт 76.06. (залог не		
8	2023-02-03	11821160516001000000 какой налог	0	0	9999	507380	0.879108039739717	какие налоги платим с дивидендов		
8	2023-02-03	сотрудник заболел 27.01 а больничный открыт 03.02 как быть	0	0	9999	516450	0.878836487104631	как работнику открыть больничный		
220	2023-02-05	ставка страховых взносов для расчета резерва 26,6	0	0	9999	517351	0.878649975535839	ставки страховых взносов		
6	2023-02-04	счет 59 баланс	0	0	9999	485842	0.878586564889403	счет 97 в балансе		
9	2023-02-04	отчетный налоговый период 34	0	0	9999	513164	0.878455053099073	коды отчетных и налоговых периодов в уведомлении .		
220	2023-02-05	какие суммы отражаются в строке 2530 офр	0	0	9999	483981	0.878387424638792	в какой строке офр отразить расходы по созданию резерва тмц		
220	2023-02-05	в каких случаях надо делать проводку по дт 007	0	0	9999	440550	0.878098553614495	подскажите, как оформить переходный период учета возвратной тары с сч. 10,4 и 76,6 на забалансовый 012. у поставщика передача была оформлена дт 76.06 кт 10.4, зависла сумма по дт 76.06. (залог не		
220	2023-02-05	письма минфина от 09.02.2021 № 03-11-11/8265	0	0	9999	472619	0.878081285757904	письмо минфина криптовалюта		
8	2023-02-03	сопроводительный лист,приложение 5 форма 5-а	0	0	9999	469856	0.877984910364759	форма опросного листа 16-03/069083@ от 31.07.2012		
9	2023-02-03	797 1 02 12000 06 1000 160	0	0	9999	508398	0.87747971246978	2 07 10040 04 0000 191		
9	2023-02-03	отсрочка по страховым взносам постановление № 28 от 17.01.2023	0	0	9999	509961	0.877440357231322	страховые взносы отсрочка в 2022		
6	2023-02-04	№ 61н	0	0	9999	453348	0.877333397113605	775н		
8	2023-02-03	частью 3 статьи 17.14 кодекса российской федерации об административных правонарушениях	0	0	9999	454626	0.877311021543965	статья 425 гражданского кодекса российской федерации		
6	2023-02-04	повышающий коэффициент 1,5 к расходам на доработку программы,на усн	0	0	9999	432787	0.876323174345766	усн доходы минус расходы ставка коэффициент санкт-петербург		
9	2023-02-05	письме минфина россии от 28.03.2022 n 03-03-06/1/24632	0	0	9999	507180	0.876292867215533	информационное сообщение минфина россии от 19.01.2022 n ис-аудит-50		
6	2023-02-04	№ 274н	0	0	9999	453348	0.87613584118912	775н		
6	2023-02-04	повышающий коэффициент 1,5 к расходам на доработку программы, по которой приобретены исключительные права на усн	0	0	9999	507880	0.875828481597528	бухучет усн прав на программные продукты 1с неисключительные права		
9	2023-02-04	приказ фнс рф от 29.09.2022 n ед-7-11/878@	0	0	9999	425477	0.875668658104891	приказ минтруда рф от 15.09.2021 n 632н		
6	2023-02-05	24 мая 2022 № 82н	0	0	9999	425477	0.875510013982709	632н от 15 сентября 2021		
220	2023-02-05	какие операции отражаются в строке 2530офр	0	0	9999	483981	0.875461179664488	в какой строке офр отразить расходы по созданию резерва тмц		
220	2023-02-05	отработал с 9 января по 31 января	0	0	9999	420449	0.87510491531773	как определить продолжительность отпуска в январе 2022 с учетом нерабочих дней с 1 января по 9 января 2022		
9	2023-02-03	постановление от 31 декабря 2004 г. № 908 об утверждении перечней кодов видов продовольственных товаров и товаров для детей, облагаемых налогом на добавленную стоимость по налоговой ставке 10	0	0	9999	501326	0.874729734690516	перечень прослеживаемых товаров утвержден постановлением правительства российской федерации от 01.07.2021 № 1110 об утверждении перечня товаров, подлежащих прослеживаемости, куда вошли девять кодов		
6	2023-02-04	№ 124н	0	0	9999	453348	0.874715060004159	775н		
9	2023-02-03	заполнение инв-1а	0	0	9999	464733	0.874103442036843	заполнение инвойса		
9	2023-02-05	книга вести книгу доходов 6%	0	0	9999	479778	0.873876382168452	можно ли вести 2 кассовые книги		
8	2023-02-03	на второго ребенка в возрасте до 18 лет, а также на каждого учащегося очной формы обучения, аспиранта, ординатора, интерна, студента, курсанта в возрасте до 24 лет родителю, супруге (супругу)	0	0	9999	445829	0.872689355138526	пособие на детей 8-17 лет которые воспитываются одинокими родителями		
8	2023-02-03	начисление сои с 01.09.2022 года	0	0	9999	419908	0.872053452251066	начисление отпускных в 2022 году		
6	2023-02-04	№ 191н	0	0	9999	453348	0.870936848096043	775н		
